product_id_public,canonical_product_id,product_label_en,translation_status_public,sensitive_label,privacy_flags
P0400,P0400,Product P0400,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0401,P0401,Product P0401,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0402,P0402,Product P0402,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0403,P0403,Product P0403,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0404,P0404,Product P0404,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0405,P0405,Product P0405,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0406,P0406,Product P0406,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0407,P0407,Product P0407,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0408,P0408,Product P0408,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0409,P0409,Product P0409,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0410,P0410,Product P0410,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0411,P0411,Product P0411,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0412,P0412,Product P0412,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0413,P0413,Product P0413,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0414,P0414,Product P0414,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0415,P0415,Product P0415,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0416,P0416,Product P0416,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0417,P0417,Product P0417,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0418,P0418,Product P0418,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0419,P0419,Product P0419,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0420,P0420,Product P0420,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0421,P0421,Product P0421,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0422,P0422,Product P0422,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0423,P0423,Product P0423,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0424,P0424,Product P0424,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0425,P0425,Product P0425,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0426,P0426,Product P0426,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0427,P0427,Product P0427,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0428,P0428,Product P0428,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0429,P0429,Product P0429,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0430,P0430,Product P0430,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0431,P0431,Product P0431,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0432,P0432,Product P0432,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0433,P0433,Product P0433,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0434,P0434,Product P0434,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0435,P0435,Product P0435,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0436,P0436,Product P0436,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0437,P0437,Product P0437,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0438,P0438,Product P0438,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0439,P0439,Product P0439,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0440,P0440,Product P0440,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0441,P0441,Product P0441,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0442,P0442,Product P0442,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0443,P0443,Product P0443,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0444,P0444,Product P0444,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0445,P0445,Product P0445,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0446,P0446,Product P0446,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0447,P0447,Product P0447,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0448,P0448,Product P0448,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0449,P0449,Product P0449,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0450,P0450,Product P0450,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0451,P0451,Product P0451,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0452,P0452,Product P0452,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0453,P0453,Product P0453,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0454,P0454,Product P0454,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0455,P0455,Product P0455,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0456,P0456,Product P0456,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0457,P0457,Product P0457,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0458,P0458,Product P0458,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0459,P0459,Product P0459,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0460,P0460,Product P0460,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0461,P0461,Product P0461,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0462,P0462,Product P0462,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0463,P0463,Product P0463,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0464,P0464,Product P0464,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0465,P0465,Product P0465,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0466,P0466,Product P0466,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0467,P0467,Product P0467,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0468,P0468,Product P0468,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0469,P0469,Product P0469,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0470,P0470,Product P0470,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0471,P0471,Product P0471,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0472,P0472,Product P0472,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0473,P0473,Product P0473,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0474,P0474,Product P0474,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0475,P0475,Product P0475,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0476,P0476,Product P0476,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0477,P0477,Product P0477,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0478,P0478,Product P0478,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0479,P0479,Product P0479,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0480,P0480,Product P0480,translation_pending,False,
P0481,P0481,Product P0481,translation_pending,False,
P0482,P0482,Product P0482,translation_pending,False,
P0483,P0483,Product P0483,translation_pending,False,
P0484,P0484,Product P0484,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0485,P0485,Product P0485,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0486,P0486,Product P0486,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0487,P0487,Product P0487,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0488,P0488,Product P0488,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0489,P0489,Product P0489,redacted_sensitive_review_required,True,event_menu_code
P0490,P0490,Product P0490,redacted_sensitive_review_required,True,event_menu_code
P0491,P0491,Product P0491,redacted_sensitive_review_required,True,event_menu_code
P0492,P0492,Product P0492,redacted_sensitive_review_required,True,event_menu_code
P0493,P0493,Product P0493,redacted_sensitive_review_required,True,event_menu_code
P0494,P0494,Product P0494,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0495,P0495,Product P0495,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0496,P0496,Product P0496,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0497,P0497,Product P0497,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0498,P0498,Product P0498,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0499,P0499,Product P0499,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0500,P0500,Product P0500,redacted_sensitive_review_required,True,event_menu_code
P0501,P0501,Product P0501,redacted_sensitive_review_required,True,event_menu_code
P0502,P0502,Product P0502,redacted_sensitive_review_required,True,event_menu_code
P0503,P0503,Product P0503,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0504,P0504,Product P0504,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0505,P0505,Product P0505,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0506,P0506,Product P0506,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0507,P0507,Product P0507,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0508,P0508,Product P0508,redacted_sensitive_review_required,True,contains_date|event_menu_code
P0509,P0509,Product P0509,redacted_sensitive_review_required,True,contains_date|event_menu_code|possible_private_event
P0510,P0510,Product P0510,redacted_sensitive_review_required,True,event_menu_code
P0511,P0511,Product P0511,redacted_sensitive_review_required,True,event_menu_code
P0512,P0512,Product P0512,redacted_sensitive_review_required,True,event_menu_code
P0513,P0513,Product P0513,redacted_sensitive_review_required,True,event_menu_code
P0514,P0514,Product P0514,redacted_sensitive_review_required,True,event_menu_code
P0515,P0515,Product P0515,redacted_sensitive_review_required,True,event_menu_code
P0516,P0516,Product P0516,redacted_sensitive_review_required,True,event_menu_code
P0517,P0517,Product P0517,redacted_sensitive_review_required,True,event_menu_code
P0518,P0518,Product P0518,redacted_sensitive_review_required,True,event_menu_code
P0519,P0519,Product P0519,redacted_sensitive_review_required,True,event_menu_code
P0520,P0520,Product P0520,redacted_sensitive_review_required,True,event_menu_code
P0521,P0521,Product P0521,redacted_sensitive_review_required,True,event_menu_code
P0522,P0522,Product P0522,redacted_sensitive_review_required,True,event_menu_code
P0523,P0523,Product P0523,translation_pending,False,
P0524,P0524,Product P0524,translation_pending,False,
P0525,P0525,Product P0525,translation_pending,False,
P0526,P0526,Product P0526,translation_pending,False,
P0527,P0527,Product P0527,translation_pending,False,
P0528,P0528,Product P0528,translation_pending,False,
P0529,P0529,Product P0529,translation_pending,False,
P0530,P0530,Product P0530,translation_pending,False,
P0531,P0531,Product P0531,translation_pending,False,
P0532,P0532,Product P0532,translation_pending,False,
P0533,P0533,Product P0533,translation_pending,False,
P0534,P0534,Product P0534,translation_pending,False,
P0535,P0535,"Grilled minced-meat rolls with mustard, 40/20/30 g",reviewed,False,
P0536,P0536,Product P0536,translation_pending,False,
P0537,P0537,Product P0537,translation_pending,False,
P0538,P0538,Product P0538,translation_pending,False,
P0539,P0539,Product P0539,translation_pending,False,
P0540,P0540,Product P0540,translation_pending,False,
P0541,P0541,Product P0541,translation_pending,False,
P0542,P0542,Product P0542,translation_pending,False,
P0543,P0543,Product P0543,translation_pending,False,
P0544,P0544,Product P0544,translation_pending,False,
P0545,P0545,Product P0545,translation_pending,False,
P0546,P0546,Product P0546,translation_pending,False,
P0547,P0547,Product P0547,translation_pending,False,
P0548,P0548,Product P0548,translation_pending,False,
P0549,P0549,Product P0549,translation_pending,False,
P0550,P0550,Product P0550,translation_pending,False,
P0551,P0551,Product P0551,translation_pending,False,
P0552,P0552,Product P0552,translation_pending,False,
P0553,P0553,Product P0553,translation_pending,False,
P0554,P0554,Product P0554,translation_pending,False,
P0555,P0555,Product P0555,translation_pending,False,
P0556,P0556,Product P0556,translation_pending,False,
P0557,P0557,Product P0557,translation_pending,False,
P0558,P0558,Product P0558,translation_pending,False,
P0559,P0559,Product P0559,redacted_sensitive_review_required,True,possible_private_event
P0560,P0560,Product P0560,redacted_sensitive_review_required,True,possible_private_event
P0561,P0561,Product P0561,redacted_sensitive_review_required,True,possible_private_event
P0562,P0562,Product P0562,redacted_sensitive_review_required,True,possible_private_event
P0563,P0563,Product P0563,redacted_sensitive_review_required,True,possible_private_event
P0564,P0564,Product P0564,redacted_sensitive_review_required,True,possible_private_event
P0565,P0565,Product P0565,redacted_sensitive_review_required,True,possible_private_event
P0566,P0566,Product P0566,translation_pending,False,
P0567,P0567,"Fried Romanian cheese doughnuts, 180 g",reviewed,False,
P0568,P0568,Product P0568,translation_pending,False,
P0569,P0569,Product P0569,translation_pending,False,
P0570,P0570,Product P0570,translation_pending,False,
P0571,P0571,Product P0571,translation_pending,False,
P0572,P0572,"Medium Capricciosa pizza, 550 g",reviewed,False,
P0573,P0573,Product P0573,translation_pending,False,
P0574,P0574,Product P0574,translation_pending,False,
P0575,P0575,Product P0575,translation_pending,False,
P0576,P0576,Product P0576,translation_pending,False,
P0577,P0577,Product P0577,translation_pending,False,
P0578,P0578,Product P0578,translation_pending,False,
P0579,P0579,Product P0579,translation_pending,False,
P0580,P0580,Product P0580,translation_pending,False,
P0581,P0581,Product P0581,translation_pending,False,
P0582,P0582,Product P0582,translation_pending,False,
P0583,P0583,Product P0583,translation_pending,False,
P0584,P0584,Product P0584,translation_pending,False,
P0585,P0585,Product P0585,translation_pending,False,
P0586,P0586,Product P0586,translation_pending,False,
P0587,P0587,Product P0587,translation_pending,False,
P0588,P0588,Product P0588,translation_pending,False,
P0589,P0589,Product P0589,translation_pending,False,
P0590,P0590,Product P0590,translation_pending,False,
P0591,P0591,Product P0591,translation_pending,False,
P0592,P0592,Product P0592,translation_pending,False,
P0593,P0593,Product P0593,translation_pending,False,
P0594,P0594,Product P0594,translation_pending,False,
P0595,P0595,Product P0595,translation_pending,False,
P0596,P0596,Product P0596,translation_pending,False,
P0597,P0597,"Assorted pickled vegetables, 180 g",reviewed,False,
P0598,P0598,Product P0598,translation_pending,False,
P0599,P0599,Product P0599,translation_pending,False,
P0600,P0600,Product P0600,translation_pending,False,
P0601,P0601,Cornflake-crusted pike-perch with potatoes and sauce,reviewed,False,
P0602,P0602,Product P0602,translation_pending,False,
P0603,P0603,Product P0603,translation_pending,False,
P0604,P0604,Product P0604,translation_pending,False,
P0605,P0605,Product P0605,translation_pending,False,
P0606,P0606,Product P0606,translation_pending,False,
P0607,P0607,Product P0607,translation_pending,False,
P0608,P0608,Product P0608,translation_pending,False,
P0609,P0609,Product P0609,translation_pending,False,
P0610,P0610,Product P0610,translation_pending,False,
P0611,P0611,Product P0611,translation_pending,False,
P0612,P0612,"Sour cream, 50 g",reviewed,False,
P0613,P0613,Product P0613,translation_pending,False,
P0614,P0614,Product P0614,translation_pending,False,
P0615,P0615,Product P0615,translation_pending,False,
P0616,P0616,Product P0616,translation_pending,False,
P0617,P0617,Product P0617,translation_pending,False,
P0618,P0618,Product P0618,translation_pending,False,
P0619,P0619,Product P0619,translation_pending,False,
P0620,P0620,Product P0620,translation_pending,False,
P0621,P0621,Product P0621,translation_pending,False,
P0622,P0622,Product P0622,translation_pending,False,
P0623,P0623,Product P0623,translation_pending,False,
P0624,P0624,Product P0624,translation_pending,False,
P0625,P0625,Product P0625,translation_pending,False,
P0626,P0626,Product P0626,translation_pending,False,
P0627,P0627,"Chicken breast strips, 200 g",reviewed,False,
P0628,P0628,Product P0628,translation_pending,False,
P0629,P0629,Product P0629,translation_pending,False,
P0630,P0630,Product P0630,translation_pending,False,
P0631,P0631,Product P0631,translation_pending,False,
P0632,P0632,Product P0632,translation_pending,False,
P0633,P0633,Product P0633,translation_pending,False,
P0634,P0634,Product P0634,translation_pending,False,
P0635,P0635,Product P0635,translation_pending,False,
P0636,P0636,Product P0636,translation_pending,False,
P0637,P0637,Product P0637,translation_pending,False,
P0638,P0638,Product P0638,translation_pending,False,
P0639,P0639,Product P0639,translation_pending,False,
P0640,P0640,Product P0640,translation_pending,False,
P0641,P0641,Product P0641,translation_pending,False,
P0642,P0642,Product P0642,translation_pending,False,
P0643,P0643,Product P0643,translation_pending,False,
P0644,P0644,Product P0644,translation_pending,False,
P0645,P0645,Product P0645,translation_pending,False,
P0646,P0646,Product P0646,translation_pending,False,
P0647,P0647,Product P0647,translation_pending,False,
P0648,P0648,Product P0648,translation_pending,False,
P0649,P0649,Product P0649,translation_pending,False,
P0650,P0650,Product P0650,translation_pending,False,
P0651,P0651,Product P0651,translation_pending,False,
P0652,P0652,Product P0652,translation_pending,False,
P0653,P0653,Product P0653,translation_pending,False,
P0654,P0654,Product P0654,translation_pending,False,
P0655,P0655,Product P0655,translation_pending,False,
P0656,P0656,Product P0656,translation_pending,False,
P0657,P0657,Product P0657,translation_pending,False,
P0658,P0658,Product P0658,translation_pending,False,
P0659,P0659,Product P0659,translation_pending,False,
P0660,P0660,Product P0660,translation_pending,False,
P0661,P0661,Product P0661,translation_pending,False,
P0662,P0662,Product P0662,translation_pending,False,
P0663,P0663,Product P0663,translation_pending,False,
P0664,P0664,Product P0664,translation_pending,False,
P0665,P0665,Product P0665,translation_pending,False,
P0666,P0666,Product P0666,translation_pending,False,
P0667,P0667,Product P0667,translation_pending,False,
P0668,P0668,Product P0668,translation_pending,False,
P0669,P0669,Product P0669,translation_pending,False,
P0670,P0670,Product P0670,translation_pending,False,
P0671,P0671,Product P0671,translation_pending,False,
P0672,P0672,Product P0672,translation_pending,False,
P0673,P0673,Product P0673,translation_pending,False,
P0674,P0674,Product P0674,translation_pending,False,
P0675,P0675,Product P0675,translation_pending,False,
P0676,P0676,Product P0676,translation_pending,False,
P0677,P0677,Product P0677,translation_pending,False,
P0678,P0678,Product P0678,translation_pending,False,
P0679,P0679,Product P0679,translation_pending,False,
P0680,P0680,Product P0680,translation_pending,False,
P0681,P0681,Product P0681,translation_pending,False,
P0682,P0682,Product P0682,translation_pending,False,
P0683,P0683,Product P0683,translation_pending,False,
P0684,P0684,Product P0684,translation_pending,False,
P0685,P0685,Product P0685,translation_pending,False,
P0686,P0686,Product P0686,translation_pending,False,
P0687,P0687,Product P0687,translation_pending,False,
P0688,P0688,Product P0688,translation_pending,False,
P0689,P0689,Product P0689,translation_pending,False,
P0690,P0690,Product P0690,translation_pending,False,
P0691,P0691,Product P0691,translation_pending,False,
P0692,P0692,Product P0692,translation_pending,False,
P0693,P0693,Product P0693,translation_pending,False,
P0694,P0694,Product P0694,translation_pending,False,
P0695,P0695,Product P0695,translation_pending,False,
P0696,P0696,Product P0696,translation_pending,False,
P0697,P0697,Product P0697,translation_pending,False,
P0698,P0698,Product P0698,translation_pending,False,
P0699,P0699,Product P0699,translation_pending,False,
P0700,P0700,Product P0700,translation_pending,False,
P0701,P0701,Product P0701,translation_pending,False,
P0702,P0702,Product P0702,translation_pending,False,
P0703,P0703,Product P0703,translation_pending,False,
P0704,P0704,Product P0704,translation_pending,False,
P0705,P0705,Product P0705,translation_pending,False,
P0706,P0706,Product P0706,translation_pending,False,
P0707,P0707,Product P0707,translation_pending,False,
P0708,P0708,Product P0708,translation_pending,False,
P0709,P0709,Product P0709,translation_pending,False,
P0710,P0710,Product P0710,translation_pending,False,
